economy_Time,Energy intensity level of primary energy (MJ/$2017 PPP GDP),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Access to electricity (% of population),Electricity production from coal sources (% of total),"Electricity production from oil, gas and coal sources (% of total)",Electricity production from hydroelectric sources (% of total),Electric power transmission and distribution losses (% of output),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),Renewable electricity output (% of total electricity output),"Electricity production from renewable sources, excluding hydroelectric (kWh)","Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable energy consumption (% of total final energy consumption),GDP per unit of energy use (PPP $ per kg of oil equivalent),GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),"Energy imports, net (% of energy use)",Alternative and nuclear energy (% of total energy use),Fossil fuel energy consumption (% of total),"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",Combustible renewables and waste (% of total energy),Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Unnamed: 0_y,"Net official flows from UN agencies, UNEP (current US$)",Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: particulate emission damage (current US$),Adjusted savings: particulate emission damage (% of GNI),GDP (current US$),GDP (current LCU),GDP growth (annual %),"Population, total",Unnamed: 0,Disaster risk reduction progress score (1-5 scale; 5=best),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",Total greenhouse gas emissions including LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),Methane (CH4) emissions from Agriculture (Mt CO2e),Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Waste (Mt CO2e),Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),F-gases emissions from Industrial Processes (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (% change from 1990)
TCD_2009,4.38,2.2,20.9,6.3,0.0,,0.0,32.9896907216495,20.6185567010309,0.0,100.0,9.17525773195876,8900000.0,9.17525773195876,79.4,9.29963420595531,11.033026744964,-217.458325864851,0.0,0.0,90.6369596590027,90.2177809643307,5.4650533380798,224.07076139036,3442,,21817807.4104583,0.245041032704815,327808108.036877,3.6816915564056,12317614053.6841,5792892876500.0,-1.33848436646112,11893754.0,222,,2.71464102500458,39.0565,44.2005,3.7162783087661,29.1505,,0.0299,0.1409,0.0444,0.0364,0.0,-5.144,-5.144,0.0,0.0,0.4985,0.0419127552158889,0.0737,0.0481559975032281,0.0169537724606653,0.1731,,112.127659574468,0.2145,157.646235901023
TCD_2008,4.21,2.0,19.6,5.9,0.0,,0.0,32.9896907216495,20.6185567010309,0.0,100.0,8.35051546391752,8100000.0,8.35051546391752,79.8,10.0214114966612,11.9626698701077,-248.333253439432,0.0,0.0,83.5933793089785,92.6513589952543,5.66384833573481,217.080678711419,3443,,14492380.002835,0.166101764350261,372909138.767589,4.27402993017819,13385593990.3378,5969975468500.0,3.10836221643889,11476296.0,2930,,,36.9502,42.0942,3.66792560944751,27.5254,,0.0281,0.1622,0.0391,0.0355,0.0,-5.144,-5.144,0.0,0.0,0.486,0.0423481583256479,0.0643,0.0463200769999902,0.0163074193565544,0.1568,,106.808510638298,0.2075,145.368540701233
TCD_2007,4.38,1.9,18.4,5.5,0.0,,0.0,33.3333333333333,20.2020202020202,0.0,100.0,7.87878787878788,7800000.0,7.87878787878788,82.4,9.79581632749424,11.9186717977461,-290.731183642917,0.0,0.0,83.9019663406714,93.0348454704827,5.95578640745159,218.838867716358,3444,,12876624.0659632,0.17282961222093,322821241.981303,4.33289577939807,10865385131.5172,5200539683000.0,4.35621211380455,11081660.0,2931,,,35.1637,40.3077,3.63733411781267,25.9424,,0.0302,0.2531,0.038,0.0346,0.0,-5.144,-5.144,0.0,0.0,0.5674,0.0512017152664853,0.0645,0.0557591601046915,0.0196305374621172,0.1469,,141.446808510638,0.1996,134.954970709102
TCD_2006,4.38,1.8,17.1,5.1,0.0,,0.0,32.6923076923077,4.49038461538462,0.0,100.0,7.48076923076923,7780000.0,7.48076923076923,83.7,9.24123386776772,11.548532005245,-325.092118628876,0.0,0.0,86.591092231102,92.8685243093594,6.53813075215403,224.010107053053,3445,,12507132.070142,0.201184319752108,279004851.829001,4.4879514350661,9709626596.13031,5072557743000.0,-0.5215222648348,10706424.0,2932,,,33.2924,38.4364,3.59003155488705,24.5499,,0.0301,0.2114,0.0324,0.0338,0.0,-5.144,-5.144,0.0,0.0,0.5,0.0467009339439574,0.0636,0.0512761256536197,0.0180522429617967,0.1287,,112.765957446808,0.1954,124.047098598117
TCD_2005,4.33,1.6,15.9,4.8,0.0,,0.0,33.0,4.67,0.0,100.0,7.78,7780000.0,7.78,83.8,9.15769222281375,11.7970505143266,-370.79361224118,0.0,0.0,84.766950754816,93.2732203938713,6.48716142342651,228.51576486102,3446,,11167797.9425898,0.198559938953002,246748591.378059,4.38711243636674,8655892392.92919,4563891653400.0,17.3325337350837,10328092.0,2933,,,31.6559,36.7999,3.56308793531274,23.2297,,0.0299,0.2055,0.0286,0.0331,0.0,-5.144,-5.144,0.0,0.0,0.4812,0.0465913742828782,0.0624,0.0490907817743001,0.01728287206722,0.1217,,104.765957446809,0.1852,114.507883769054
TCD_2004,4.59,,16.4,3.5,0.0,,0.0,32.967032967033,5.13186813186813,0.0,100.0,7.34065934065934,6680000.0,7.34065934065934,84.0,8.02613856132704,10.6635555503887,-378.634524358961,0.0,0.0,93.7773517730255,93.3733323315699,6.14917123284633,224.324118812548,3447,,9928095.87916528,0.266373106426767,186775652.916576,5.0112339241892,4422855660.82592,2332340000000.0,33.629371852466,9920036.0,2934,,,29.7271,34.8711,3.51521909799521,21.9168,,0.0307,0.1997,0.0246,0.0323,0.0,-5.144,-5.144,0.0,0.0,0.4553,0.0458970108576219,0.0576,0.0544992378774371,0.0191869699758955,0.1105,,93.7446808510638,0.155,103.264842178893
TCD_2003,6.03,1.5,13.5,4.1,0.0,,0.0,32.9545454545455,5.30681818181818,0.0,100.0,8.31818181818182,7320000.0,8.31818181818182,83.9,5.77522003494735,7.87931046701279,-72.1425619177821,0.0,0.0,126.914658863432,93.3276105088012,6.21849056575933,237.538539726345,3448,,9455797.04540114,0.413924096208546,149605065.288782,6.5489076320644,2742815071.5744,1590551400000.0,14.7216670121033,9487833.0,2935,,,26.4689,31.6129,3.33194102383547,20.7879,,0.031,0.1508,0.0238,0.031,0.0,-5.144,-5.144,0.0,0.0,0.3955,0.041684966419624,0.057,0.0632617488346588,0.0222718944848908,0.1018,,68.2978723404255,0.13,84.2726822301886
TCD_2002,6.48,1.4,12.4,3.8,0.0,100.0,0.0,33.3333333333333,0.0,0.0,100.0,8.16091954022989,7100000.0,8.16091954022989,88.5,5.07724922415605,7.06380912041672,4.52008806923462,0.0,0.0,141.566679245292,93.8482331654786,6.36230566447043,240.376196903121,3449,,8061104.89296099,0.416168428996977,118950773.609023,6.1410386340549,1997005708.81576,1385349274600.0,8.49120981898062,9116192.0,2936,,,24.331,29.475,3.23325792172872,19.6564,,0.0312,0.0188,0.0225,0.0304,0.0,-5.144,-5.144,0.0,0.0,0.2622,0.0287620094004163,0.0585,0.0481141526971707,0.0169390406025927,0.1008,,11.5744680851064,0.1052,71.8107895427123
TCD_2001,6.9,1.3,11.2,3.4,0.0,100.0,0.0,33.3333333333333,0.0,0.0,100.0,8.04597701149425,7000000.0,8.04597701149425,88.6,4.73051040893603,6.68367750991022,3.73818181818182,0.0,0.0,149.618230161053,94.653986013986,6.58782179805737,242.464236204338,3450,,6598325.91136604,0.39082777895138,104012471.995035,6.16079956630182,1710843377.00119,1253017742400.0,11.6581346542938,8804124.0,2937,,,22.8084,27.9524,3.17492120737963,18.5488,,0.03,0.0038,0.0226,0.0296,0.0,-5.144,-5.144,0.0,0.0,0.2418,0.0274644019098323,0.0577,0.0481383281949446,0.0169475518142722,0.0982,,2.8936170212766,0.0836,62.9355017341378
TCD_2000,7.55,1.2,10.1,3.1,0.0,100.0,0.0,9.09090909090909,0.0,0.0,100.0,10.0,6600000.0,10.0,88.7,4.29985816865252,6.21200947284908,3.19434284320898,0.0,0.0,160.978505324358,95.2613183776316,7.04879516706408,241.652052714378,3451,,5382867.26481798,0.392624653867685,87025816.3933696,6.34763581526934,1388506771.58756,986128585300.0,-0.879681025444938,8512093.0,2938,,,21.5288,26.6728,3.13351839553445,17.5297,,0.0309,0.0002,0.0233,0.0287,0.0,-5.144,-5.144,0.0,0.0,0.2422,0.0284536364910487,0.057,0.0538392763705237,0.0189546243117806,0.102,,3.06382978723405,0.061,55.4766692897321
CAF_2019,8.39,1.5,32.1,14.3,0.0,3.52692857629196,96.1802954994212,,0.0,0.0,3.52692857629196,96.473071423708,430000.0,0.292775924286784,91.3,,,,,,,,,,3452,,9786940.76750756,0.410177882936122,22099365.3379867,0.926200648793321,2221301351.43918,1301484925000.0,3.09999999999999,4944703.0,2939,,,-148.2806,12.0915,2.44534403785222,5.9932,,0.0224,0.0,0.0419,0.0129,5.6333,-166.0054,-160.3721,0.0,0.0,0.2915,0.0589519734552308,0.057,0.146710266698116,0.0514821396328323,0.1573,,83.4487098804279,0.3232,60.1862646388639
CAF_2018,8.56,2.2,32.2,14.6,0.0,3.52692857629196,96.1802954994212,,0.0,0.0,3.52692857629196,96.473071423708,430000.0,0.292775924286784,91.4,,,,,,,,,,3453,,9011111.66138743,0.377548112107378,22282350.280056,0.933587286194517,2220979146.11241,1233635000000.0,3.78944359275462,4878657.0,2940,,,-148.0946,12.2775,2.5165737210056,6.0045,,0.0217,0.0,0.0386,0.0126,5.6333,-166.0054,-160.3721,0.0,0.0,0.2692,0.0551791199914239,0.0598,0.13968689644179,0.0490175668638846,0.1365,,69.4147262429201,0.2929,62.6503629908325
CAF_2017,8.8,2.1,31.4,14.1,0.0,3.52692857629196,96.1802954994212,,0.0,0.0,3.52692857629196,96.473071423708,430000.0,0.292775924286784,91.6,,,,,,,,,,3454,,8231760.37597165,0.37796164090914,21050462.6183216,0.966532920022981,2072349972.6818,1203324000000.0,4.52727821346231,4793511.0,2941,,,-148.4359,11.9886,2.50100604755053,5.8631,,0.022,0.0,0.0354,0.0124,6.7218,-167.1463,-160.4245,0.0,0.0,0.2593,0.0540939616076817,0.0565,0.139648512244827,0.049004097454877,0.1331,,63.1843926998112,0.2586,58.8230618409199
CAF_2016,9.12,1.7,30.5,13.4,0.0,4.37150533730303,95.316244281461,,0.0,0.0,4.37150533730303,95.628494662697,430000.0,0.312250381235931,92.1,,,,,,,,,,3455,,7541426.16407793,0.408134018316976,21013993.7203638,1.13725514397162,1825018144.65595,1081516000000.0,4.75031684122342,4713663.0,2942,,,-151.7556,12.5092,2.65381721179473,5.9665,,0.022,0.0,0.0302,0.012,6.6923,-170.9571,-164.2648,0.0,0.0,0.2492,0.0528675893885498,0.0577,0.140285077507311,0.0492274747444571,0.1272,,56.8281938325991,0.2305,65.7198876583117
CAF_2015,9.4,1.3,29.7,12.7,0.0,0.273361628659809,99.4173081073304,,0.0,0.0,0.273361628659809,99.7266383713402,430000.0,0.309330264009783,92.9,,,,,,,,,,3456,,6606835.51827981,0.384816335981091,21846758.4962598,1.2724684206734,1695825714.19282,1002592000000.0,4.33712103020231,4629320.0,2943,,,-157.0472,11.7564,2.53955224525416,5.8341,,0.02,0.0,0.034,0.0118,5.39,-174.1936,-168.8036,0.0,0.0,0.2315,0.0500073444911996,0.0539,0.136511669838778,0.0479033472320811,0.1118,,45.6891126494651,0.202,55.7469132531397
CAF_2014,9.55,0.8,28.8,12.0,0.0,0.16294721927028,99.5324123273114,,0.0,0.0,0.16294721927028,99.8370527807297,430000.0,0.304640453418349,94.8,,,,,,,,,,3457,,4377198.24384483,0.228631984230156,26154525.8638545,1.36611613450697,1894813389.40325,935578000000.0,0.0810705153264877,4623182.0,2944,,,-160.0033,11.3596,2.45709556751173,5.7138,,0.0152,0.0,0.0236,0.0116,5.3337,-176.6966,-171.3629,0.0,0.0,0.1621,0.0350624310269421,0.0365,0.0997334052517659,0.0349974763919859,0.0753,,2.01384518565133,0.1828,50.4901701022733
CAF_2013,9.3,0.7,28.0,11.5,0.0,0.175635801601799,99.5222706196431,,0.0,0.0,0.175635801601799,99.8243641983982,430000.0,0.302093578755093,95.1,,,,,,,,,,3458,,3879046.23928553,0.227282207700714,24986319.6368921,1.46400572178653,1691544110.18543,835453000000.0,-36.3919770983887,4642419.0,2945,,,-158.0092,11.4415,2.46455565514444,5.6391,,0.0132,0.0,0.0203,0.0112,4.9002,-174.3509,-169.4507,0.0,0.0,0.1507,0.0324615249075967,0.033,0.0927946263254138,0.0325625875896714,0.0729,,-5.1604782882316,0.1677,51.5751682475756
CAF_2012,6.25,0.5,27.1,11.0,0.0,0.175635801601799,99.5222706196431,,0.0,0.0,0.175635801601799,99.8243641983982,430000.0,0.302093578755093,93.1,,,,,,,,,,3459,,6214009.80064961,0.246455831307674,25128141.7755067,0.996615272452932,2510126512.22831,1281561000000.0,5.05376125356918,4610848.0,2946,,,-154.1209,11.5156,2.4975015441845,5.5851,,0.0216,0.0,0.035,0.0116,6.8174,-172.4539,-165.6365,0.0,0.0,0.224,0.0485810853014456,0.0467,0.0877343150952594,0.0307868723980928,0.1091,,40.9691629955947,0.1632,52.5568332361825
CAF_2011,6.68,,26.1,10.4,0.0,0.175821084464449,99.6272593009354,,0.0,0.0,0.175821084464449,99.8241789155356,280000.0,0.196919614600183,93.3,,,,,,,,,,3460,,5667393.47136105,0.231538491301458,25116319.1861786,1.02611450586597,2437982705.12093,1148896000000.0,4.19461533741989,4565021.0,2947,,,-154.1517,11.7913,2.58296730726978,5.489,,0.0217,0.0,0.0357,0.0115,6.6586,-172.6015,-165.943,0.0,0.0,0.2194,0.0480611151624494,0.0465,0.0902754581389623,0.0316785855954528,0.104,,38.0742605412209,0.16,56.2092628901489
CAF_2010,6.76,,24.9,9.8,0.0,0.177242112725984,99.7235023041475,,0.0,0.0,0.177242112725984,99.822757887274,140000.0,0.0992555831265509,93.8,,,,,,,,,,3461,,4858301.29210666,0.225732876134312,22289218.6840933,1.03563141473371,2142591540.40068,1060142000000.0,4.63081843223307,4492995.0,2948,,,-158.1088,10.8797,2.42148054916598,5.0414,,0.0166,0.0,0.0309,0.0112,6.8235,-175.812,-168.9885,0.0,0.0,0.2008,0.0446917924457962,0.0423,0.0860878897150349,0.0302091248196348,0.0998,,26.3687853996224,0.159,44.1325313973822
CAF_2009,6.89,1.7,21.6,9.4,0.0,0.178507675830061,99.7215280257051,,0.0,0.0,0.178507675830061,99.8214923241699,140000.0,0.099964298464834,93.9,,,,,,,,,,3462,,4694971.13676967,0.227742081437088,23204807.9958227,1.12561102472565,2067381665.25454,972276000000.0,8.58726042640994,4529047.0,223,,0.18249850803147,-158.7374,10.2511,2.26341214829521,4.961,,0.0173,0.0,0.0256,0.0106,6.8235,-175.812,-168.9885,0.0,0.0,0.1961,0.043298292113109,0.0426,0.0879661469522625,0.0308682245781562,0.1,,23.410950283197,0.1599,35.8049387949764
CAF_2008,6.94,4.7,11.9,7.5,0.0,0.196772924045651,99.6930342384888,,0.0,0.0,0.196772924045651,99.8032270759544,140000.0,0.110192837465565,93.6,,,,,,,,,,3463,,4562415.79351393,0.231543830667623,25081636.5549472,1.27289981233225,1993407888.49838,889060000000.0,2.05413096200485,4558984.0,2949,,,-158.1017,10.8868,2.38798820087985,4.8231,,0.0186,0.0,0.0259,0.0104,6.8235,-175.812,-168.9885,0.0,0.0,0.2014,0.0441765095029945,0.0426,0.0981016514856488,0.0344248772336291,0.1038,,26.746381371932,0.1547,44.2265910656563
CAF_2007,7.11,1.4,19.6,8.4,0.0,0.179791441927364,99.7195253505933,,0.0,0.0,0.179791441927364,99.8202085580726,140000.0,0.100683207479324,90.9,,,,,,,,,,3464,,6180779.41351115,0.365920800966519,22525540.6249096,1.33358000928695,1699811294.94935,813587000000.0,4.60753485452025,4462770.0,2950,,,-158.1277,10.8608,2.43364547131042,4.868,,0.0278,0.0,0.035,0.0105,6.8235,-175.812,-168.9885,0.0,0.0,0.2677,0.0599851661636159,0.0593,0.13307479700245,0.0466973132493047,0.1351,,68.470736312146,0.1487,43.8821472100048
CAF_2006,7.19,,20.3,7.8,0.0,0.175994368180218,99.7254487856389,,0.0,0.0,0.175994368180218,99.8240056318198,140000.0,0.0985568461809222,90.8,,,,,,,,,,3465,,5640471.53354551,0.388896788021722,21309825.3866816,1.46926061002119,1461859762.33459,763713000000.0,4.77108543044105,4377579.0,2951,,,-159.1271,9.8614,2.25270634750395,4.5507,,0.0307,0.0,0.0331,0.0102,6.8235,-175.812,-168.9885,0.0,0.0,0.2704,0.0617693021645069,0.065,0.140610287498062,0.0493415942708588,0.1314,,70.1699181875393,0.1456,30.6422553123841
CAF_2005,7.33,1.2,17.6,7.4,0.0,0.183755972069092,99.7133406835722,,0.0,0.0,0.183755972069092,99.8162440279309,140000.0,0.102903344358692,91.0,,,,,,,,,,3466,,5118574.14369385,0.385530980932753,21180396.0978056,1.59530733655416,1337894378.73743,705416000000.0,0.908210514871953,4288810.0,2952,,,-159.1808,9.8077,2.28681149316477,4.4031,,0.0299,0.0,0.0286,0.01,6.8235,-175.812,-168.9885,0.0,0.0,0.2529,0.0589674058771547,0.0625,0.137784600556648,0.0483500316968785,0.1219,,59.1567023285085,0.138,29.9308462720577
CAF_2004,7.39,1.1,16.6,7.0,0.0,0.19698999290836,99.8030100070916,,0.0,0.0,0.19698999290836,99.8030100070916,0.0,0.0,90.6,,,,,,,,,,3467,,5074360.3424941,0.403200272148311,20207547.9601674,1.60565830706947,1272360517.32373,670964091200.0,5.99488422798696,4192826.0,2953,,,-159.9212,9.0673,2.16257483616062,4.3034,,0.0339,0.0,0.0271,0.0099,6.8235,-175.812,-168.9885,0.0,0.0,0.2562,0.0611043720869886,0.0634,0.140850204588266,0.0494257836423063,0.1218,,61.2334801762114,0.1156,20.1221450903503
CAF_2003,7.21,1.0,15.7,6.6,0.0,0.291002211616808,99.7089977883832,,0.0,0.0,0.291002211616808,99.7089977883832,0.0,0.0,90.2,,,,,,,,,,3468,,4832963.15001852,0.424122145131088,19384878.4721478,1.70114192587652,1142315522.53864,662425831200.0,-5.39748521855877,4103086.0,2954,,,-159.2744,9.7141,2.36751069804532,4.2335,,0.0366,0.0,0.0282,0.0097,6.8235,-175.812,-168.9885,0.0,0.0,0.2622,0.0639031207242549,0.0674,0.152790358156792,0.0536157061820641,0.1204,,65.0094398993077,0.0969,28.6908483917121
CAF_2002,6.94,0.9,14.8,6.1,0.0,0.29442939583088,99.7055706041691,,0.0,0.0,0.29442939583088,99.7055706041691,0.0,0.0,89.2,,,,,,,,,,3469,,5038190.48302573,0.51048245780041,16048554.0625237,1.62608090138342,996068144.884889,690985647100.0,3.61654219150596,4006077.0,2955,,,-160.4119,8.5766,2.14089744156191,4.1746,,0.0393,0.0,0.0283,0.0097,6.8235,-175.812,-168.9885,0.0,0.0,0.2776,0.0692947239905773,0.0736,0.153033110121995,0.0537008903402693,0.1268,,74.7010698552549,0.0784,13.6214297069577
CAF_2001,6.99,0.8,13.9,5.7,0.0,0.29442939583088,99.7055706041691,,0.0,0.0,0.29442939583088,99.7055706041691,0.0,0.0,88.9,,,,,,,,,,3470,,4851710.22894562,0.524612116511325,15358548.6138626,1.66070938177435,932648604.751954,683069686500.0,4.46473902640867,3919487.0,2956,,,-159.4145,9.574,2.44266660407344,4.0976,,0.0377,0.0,0.0284,0.0095,6.8235,-175.812,-168.9885,0.0,0.0,0.2715,0.0692692691671129,0.0726,0.155083242244734,0.0544203027616629,0.1234,,70.862177470107,0.0623,26.8348259233745
CAF_2000,7.03,,15.6,6.0,0.0,0.291002211616808,99.7089977883832,,0.0,0.0,0.291002211616808,99.7089977883832,0.0,0.0,88.9,,,,,,,,,,3471,,4454786.70191833,0.492960344743198,15605343.1820765,1.72686502623338,916777282.691659,651102539300.0,-2.48943244028874,3833416.0,2957,,,-159.8433,9.1452,2.38565290070266,4.0216,,0.0361,0.0,0.0273,0.0093,6.8235,-175.812,-168.9885,0.0,0.0,0.2585,0.0674333283943094,0.0666,0.154250048462553,0.0541279265046985,0.1192,,62.6809314033984,0.0455,21.1541518732447
CYM_2019,2.06,100.0,100.0,100.0,0.0,97.7243726074011,0.0,,0.0,0.0,97.7243726074011,2.27562739259889,17120000.0,2.27562739259889,0.0,,,,,,,,,,3472,,32957609.610868,0.748101893375755,,,5941896607.58643,4951560700.0,3.91563534249416,67327.0,4924,,,,0.4078,6.05700536189048,0.0041,,0.035,0.0,0.0198,0.0014,,,,,,0.3766,5.59359543719459,0.181,0.0693009367566175,0.0722308311094327,0.1394,,227.478260869565,,215.879163439194
CYM_2018,1.9,100.0,100.0,100.0,0.0,97.8592111551545,0.0,,0.0,0.0,97.8592111551545,2.14078884484552,15230000.0,2.14078884484552,0.0,,,,,,,,,,3473,,26143898.6101725,0.677180354392547,,,5530178440.71376,4608463600.0,4.26726745249641,65941.0,4925,,,,0.2985,4.52677393427458,0.0041,,0.0246,0.0,0.0163,0.0012,,,,,,0.2697,4.09001986624407,0.131,0.0515727907705653,0.053753177292154,0.0966,,134.521739130435,,131.216111541441
CYM_2017,1.88,100.0,100.0,100.0,0.0,98.706540305251,0.0,,0.0,0.0,98.706540305251,1.29345969474902,9390000.0,1.29345969474902,0.0,,,,,,,,,,3474,,26862741.1975595,0.7762489575881,,,5166281305.12522,4305217200.0,3.18404592334522,64535.0,4926,,,,0.3091,4.78964902765941,0.0041,,0.0233,0.0,0.02,0.0012,,,,,,0.2804,4.34492910823584,0.1343,0.0559069355869613,0.0582705604169503,0.1016,,143.826086956522,,139.426800929512
CYM_2016,1.83,100.0,100.0,100.0,0.0,99.6884993977655,0.0,,0.0,0.0,99.6884993977655,0.311500602234498,2250000.0,0.311500602234498,0.0,,,,,,,,,,3475,,22512701.9994385,0.725492086019373,,,4909322237.28895,4091085500.0,3.23997433895669,63100.0,4927,,,,0.2908,4.60855784469097,0.0041,,0.0245,0.0,0.0118,0.0012,,,,,,0.2626,4.16164817749604,0.1304,0.0540250221203108,0.0563090837020022,0.0947,,128.347826086957,,125.251742835012
CYM_2015,1.93,100.0,100.0,100.0,0.0,100.0,0.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,3476,,22153380.4543323,0.793144869214582,,,4708167232.66893,3923457000.0,2.8331222262961,61642.0,4928,,,,0.2776,4.50342299081795,0.0039,,0.0197,0.0,0.0131,0.0011,,,,,,0.2502,4.05892086564355,0.1246,0.0531416977425775,0.0553884142719919,0.0916,,117.565217391304,,115.027110766847
CYM_2014,1.94,100.0,100.0,100.0,0.0,100.0,0.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,3477,,19945971.8969383,0.757688288780528,,,4562853611.41445,3802362800.0,2.65452798451271,60160.0,4929,,,,0.2581,4.29022606382979,0.0038,,0.0178,0.0,0.0117,0.0011,,,,,,0.2315,3.84807180851064,0.1167,0.0505629189001697,0.0527006102140366,0.0841,,101.304347826087,,99.9225406661503
CYM_2013,1.95,100.0,100.0,100.0,0.0,100.0,0.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,3478,,18793162.0697049,0.710205031293013,,,4405796023.18409,3671482000.0,1.27933101999021,58655.0,4930,,,,0.242,4.12582047566277,0.0037,,0.0158,0.0,0.0105,0.001,,,,,,0.2161,3.68425539169721,0.1121,0.04845225775689,0.0505007148633446,0.0767,,87.9130434782609,,87.4515879163439
CYM_2012,2.0,100.0,100.0,100.0,0.0,100.0,0.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,3479,,18363982.1101823,0.632130139451954,,,4291004524.0181,3575822800.0,1.22975365701149,57136.0,4931,,,,0.2157,3.77520302436292,0.0037,,0.0128,0.0,0.0092,0.0009,,,,,,0.1904,3.33239988798656,0.1004,0.0432361505222462,0.0450640818487373,0.067,,65.5652173913043,,67.0797831138652
CYM_2011,2.2,100.0,100.0,100.0,0.0,100.0,0.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,3480,,19097279.7341858,0.472195331264524,,,4186073104.29242,3488380300.0,1.16906219839106,55606.0,67,3.0,,,0.2244,4.03553573355393,0.0038,,0.0124,0.0,0.007,0.0007,,,,,,0.199,3.57875049455095,0.1073,0.0457447577952965,0.0476787476345109,0.0716,,73.0434782608696,,73.8187451587916
CYM_2010,2.11,100.0,100.0,100.0,0.0,100.0,0.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,3481,,17146945.5564875,0.435835079256861,,,4156841107.36443,3464020400.0,-2.71563526217577,54099.0,4932,,,,0.2728,5.04260707221945,0.0038,,0.016,0.0,0.0076,0.0009,,,,,,0.2466,4.55830976543005,0.1303,0.0573494229759843,0.0597740330660997,0.0919,,114.434782608696,,111.30906274206
CYM_2009,2.05,100.0,100.0,100.0,0.0,100.0,0.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,3482,,16570486.1907733,,,,4281714566.85827,3568081200.0,-7.20048244664706,52618.0,4933,,,,0.2526,4.80063856474971,0.0039,,0.0131,0.0,0.0063,0.0009,,,,,,0.2269,4.31221255083812,0.1256,0.0513349949377022,0.0535053279636177,0.0812,,97.3043478260869,,95.6622773044152
CYM_2008,2.01,100.0,100.0,100.0,0.0,100.0,0.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,3483,,13418869.8397774,,,,4585949023.79609,3821608900.0,-0.357401201092983,51151.0,4934,,,,0.2558,5.00087974819652,0.0047,,0.0121,0.0,0.0054,0.0008,,,,,,0.2223,4.34595609079001,0.1255,0.0466728379196897,0.0486460649877596,0.0784,,93.3043478260869,,98.1409759876065
CYM_2007,1.97,100.0,100.0,100.0,0.0,100.0,0.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,3484,,12094092.2807853,,,,4466278065.11226,3721883500.0,3.16262522652799,49687.0,4935,,,,0.2298,4.62495220077686,0.0043,,0.0115,0.0,0.0063,0.0007,,,,,,0.2048,4.121802483547,0.1159,0.042844960255199,0.0446563528997048,0.0703,,78.0869565217391,,78.001549186677
