,Development_Status_Origin,Region_Destination,SIDs_Destination,Development_Status_Destination,Institution_Type_Layer1,Institution_Type_Layer2,Domestic_International,Instrument,Use,Sector,Sub_Sector,Year,Value
168,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Disaster-risk Management,2023,0.001478023
169,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.047083882
170,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.000981636
171,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,0.044389301
172,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.004080557
173,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,2e-05
174,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.120811209
175,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.004739811
176,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000355602
177,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Other/Unspecified,2023,0.034367231
178,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Policy & National Budget Support & Capacity Building,2023,6.27e-07
179,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,0.001126629
180,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,6.39e-05
181,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.000320843
182,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.010574425
183,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.198638101
184,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Other/Unspecified,2023,0.00016258
185,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Energy systems,Other/Unspecified,2023,0.040885017
186,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.164990553
187,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.013002497
188,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.781119497
189,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.141772963
190,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Other/Unspecified,2023,0.027888212
191,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Private Road Transport,2023,0.025845377
192,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Rail & Public Transport,2023,0.008585568
193,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Waste,Solid Waste,2023,0.001509882
194,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.01099541
195,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.00197763
196,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,Buildings & infrastructure,Other/Unspecified,2023,0.011203044
197,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,Others & Cross-sectoral,Disaster-risk Management,2023,0.007812781
198,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.07614632
199,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.005188896
200,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,6.01e-06
201,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,3.02e-05
202,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,2.18e-05
203,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.000518413
204,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Buildings & infrastructure,Other/Unspecified,2023,1.53e-05
205,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.014473461
206,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.000236911
207,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.001334893
208,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000213326
209,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Transport,Other/Unspecified,2023,4.23e-05
210,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Transport,Private Road Transport,2023,7.38e-05
211,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Transport,Rail & Public Transport,2023,3.24e-05
212,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Waste,Solid Waste,2023,0.000142103
213,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Water & wastewater,Waste Water Treatment,2023,1.49e-05
214,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000125702
215,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Dual benefit,Buildings & infrastructure,Other/Unspecified,2023,0.000712088
216,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Dual benefit,Others & Cross-sectoral,Disaster-risk Management,2023,0.000496596
217,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.002693029
218,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level equity,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.000329817
219,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.016219723
220,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,0.000173942
221,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.003229238
222,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.003740018
223,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.001125396
224,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000326782
225,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Water & wastewater,Other/Unspecified,2023,0.107579933
226,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Water & wastewater,Policy & National Budget Support & Capacity Building,2023,5.76e-07
227,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,0.001035323
228,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.033308129
229,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.000793951
230,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.003023012
231,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.136743954
232,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Other/Unspecified,2023,0.000402317
233,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.265393734
234,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.008713665
235,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Industry,Policy & National Budget Support & Capacity Building,2023,0.048857531
236,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,"Biodiversity, Land & Marine Conservation",2023,0.043252595
237,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.502007064
238,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.00560902
239,Advanced,Central Asia & Eastern Europe,True,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,0.007613595
