Development_Status_Origin,Region_Destination,SIDs_Destination,Development_Status_Destination,Institution_Type_Layer1,Institution_Type_Layer2,Domestic_International,Instrument,Use,Sector,Sub_Sector,Year,Value
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Dual benefit,Others & Cross-sectoral,"Biodiversity, Land & Marine Conservation",2023,0.001051827
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Dual benefit,Others & Cross-sectoral,Disaster-risk Management,2023,0.000203838
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.000502754
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.001048498
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Dual benefit,Transport,Private Road Transport,2023,0.000134614
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Dual benefit,Water & wastewater,Policy & National Budget Support & Capacity Building,2023,0.0000275
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Dual benefit,Water & wastewater,Waste Water Treatment,2023,0.000247813
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Dual benefit,Water & wastewater,Water Supply & Sanitation,2023,0.000844398
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral Climate Funds,Domestic,Grant,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.0000118
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral Climate Funds,Domestic,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.00000179
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral Climate Funds,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,8.73e-8
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral Climate Funds,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.000138119
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral Climate Funds,International,Grant,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.000109936
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral Climate Funds,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.000492603
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral Climate Funds,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.000136265
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Energy systems,Policy & National Budget Support & Capacity Building,2023,0.0000472
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000846125
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Grant,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.0000282
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Grant,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.0000883
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000652
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Grant,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.0000291
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.0000173
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Grant,Mitigation,Information and communications technology,Other/Unspecified,2023,0.0000345
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Grant,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000249
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Grant,Mitigation,Transport,Rail & Public Transport,2023,0.0000173
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Grant,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.00000373
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.0000384
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.00000671
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Grant,Dual benefit,Water & wastewater,Water Supply & Sanitation,2023,0.0000182
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,3.51e-7
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,3.02e-7
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,Industry,Other/Unspecified,2023,2.87e-9
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,Information and communications technology,Other/Unspecified,2023,5.03e-8
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.062964303
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.00000146
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,3.45e-7
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,3.43e-7
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,9.01e-7
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.046680958
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.00000228
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,2.94e-7
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Information and communications technology,Other/Unspecified,2023,6.71e-8
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.0000036
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.007373141
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Transport,Other/Unspecified,2023,8.4e-7
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,5.55e-7
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Dual benefit,Waste,Solid Waste,2023,2.23e-7
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.001087797
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.000525897
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Industry,Other/Unspecified,2023,0.00000499
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Information and communications technology,Other/Unspecified,2023,0.0000875
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.04071337
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.068777907
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.004161175
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.000596582
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,0.00433344
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.007838835
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.002488548
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.005010046
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.047434147
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.090108088
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.009476979
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Industry,Other/Unspecified,2023,0.0000683
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Information and communications technology,Other/Unspecified,2023,0.010818007
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.109295522
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.006815237
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,0.005203152
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Transport,Private Road Transport,2023,0.006719078
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Transport,Rail & Public Transport,2023,0.058695787
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Waste,Solid Waste,2023,0.000132379
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Water & wastewater,Other/Unspecified,2023,0.003346
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.001251169
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.001298602
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.038194967
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Dual benefit,Transport,Other/Unspecified,2023,0.016868433
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Dual benefit,Waste,Solid Waste,2023,0.000388464
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.000203704
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Dual benefit,Water & wastewater,Water Supply & Sanitation,2023,0.068134883
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Unknown,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.001084996
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Unknown,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.0000132
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Unknown,Mitigation,Energy systems,Power & Heat Generation,2023,0.00024751
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Unknown,Mitigation,Industry,Other/Unspecified,2023,0.0000143
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Unknown,Mitigation,Information and communications technology,Other/Unspecified,2023,0.0000742
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Unknown,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.000224407
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Unknown,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.00000539
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Unknown,Mitigation,Transport,Other/Unspecified,2023,0.0000988
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Unknown,Mitigation,Waste,Solid Waste,2023,0.000018
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Unknown,Mitigation,Water & wastewater,Other/Unspecified,2023,0.00000171
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Unknown,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.0000103
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Unknown,Dual benefit,Energy systems,Other/Unspecified,2023,0.0000212
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Unknown,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.000326319
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Unknown,Dual benefit,Transport,Other/Unspecified,2023,0.00000445
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Multilateral DFIs,Domestic,Unknown,Dual benefit,Waste,Solid Waste,2023,0.00000614
